Title,Brand,Magnitude,Unit,Quantity,MRP,ean_code,TLC,MLC,LLC,Images
"Vedshakti Anti Bacterial Toothpaste - With Neem, Clove & Honey Colgate [400] {g}",Colgate,400,g,400 g,250,8901314561800,Beauty & Hygiene,Oral Care,Toothpaste,"https://www.bigbasket.com/media/uploads/p/l/40186858_9-colgate-swarna-vedshakti-toothpaste-saver-pack.jpg, https://www.bigbasket.com/media/uploads/p/l/40186858-2_10-colgate-swarna-vedshakti-toothpaste-saver-pack.jpg, https://www.bigbasket.com/media/uploads/p/l/40186858-3_10-colgate-swarna-vedshakti-toothpaste-saver-pack.jpg, https://www.bigbasket.com/media/uploads/p/l/40186858-4_10-colgate-swarna-vedshakti-toothpaste-saver-pack.jpg, https://www.bigbasket.com/media/uploads/p/l/40186858-5_10-colgate-swarna-vedshakti-toothpaste-saver-pack.jpg, https://www.bigbasket.com/media/uploads/p/l/40186858-6_8-colgate-swarna-vedshakti-toothpaste-saver-pack.jpg, https://www.bigbasket.com/media/uploads/p/l/40186858-7_7-colgate-swarna-vedshakti-toothpaste-saver-pack.jpg, https://www.bigbasket.com/media/uploads/p/l/40186858-8_3-colgate-swarna-vedshakti-toothpaste-saver-pack.jpg"
Toothpaste - Swarna Vedshakti Natural Colgate [400] {g},Colgate,400,g,2x200 g,270,,Beauty & Hygiene,Oral Care,Toothpaste,https://www.bigbasket.com/media/uploads/p/l/1205007_3-colgate-toothpaste-swarna-vedshakti-natural.jpg
Toothpaste - Swarna Vedshakti Natural Colgate [800] {g},Colgate,800,g,4x200 g,540,,Beauty & Hygiene,Oral Care,Toothpaste,https://www.bigbasket.com/media/uploads/p/l/1205039_3-colgate-toothpaste-swarna-vedshakti-natural.jpg
"Pink Rosa Beauty Bathing Bar, Has 1/4th Moisturizing Cream Dove [100] {g}",Dove,100,g,100 g,82,890103091591,Beauty & Hygiene,Bath & Hand Wash,Bathing Bars & Soaps,"https://www.bigbasket.com/media/uploads/p/l/40077772_6-dove-pinkrosa-beauty-bathing-bar.jpg, https://www.bigbasket.com/media/uploads/p/l/40077772-2_6-dove-pinkrosa-beauty-bathing-bar.jpg, https://www.bigbasket.com/media/uploads/p/l/40077772-3_6-dove-pinkrosa-beauty-bathing-bar.jpg, https://www.bigbasket.com/media/uploads/p/l/40077772-4_6-dove-pinkrosa-beauty-bathing-bar.jpg, https://www.bigbasket.com/media/uploads/p/l/40077772-5_6-dove-pinkrosa-beauty-bathing-bar.jpg, https://www.bigbasket.com/media/uploads/p/l/40077772-6_6-dove-pinkrosa-beauty-bathing-bar.jpg, https://www.bigbasket.com/media/uploads/p/l/40077772-7_6-dove-pinkrosa-beauty-bathing-bar.jpg, https://www.bigbasket.com/media/uploads/p/l/40077772-8_1-dove-pinkrosa-beauty-bathing-bar.jpg"
Pink Beauty Bar for Even Toned Nourished Skin with Plant Based Cleansers PO3 Dove [125] {g},Dove,125,g,125 gm,357,8901030901607,Beauty & Hygiene,Bath & Hand Wash,Bathing Bars & Soaps,"https://www.bigbasket.com/media/uploads/p/l/40077771_10-dove-pinkrosa-beauty-bathing-bar.jpg, https://www.bigbasket.com/media/uploads/p/l/40077771-2_7-dove-pinkrosa-beauty-bathing-bar.jpg, https://www.bigbasket.com/media/uploads/p/l/40077771-3_7-dove-pinkrosa-beauty-bathing-bar.jpg, https://www.bigbasket.com/media/uploads/p/l/40077771-4_7-dove-pinkrosa-beauty-bathing-bar.jpg, https://www.bigbasket.com/media/uploads/p/l/40077771-5_7-dove-pinkrosa-beauty-bathing-bar.jpg, https://www.bigbasket.com/media/uploads/p/l/40077771-6_7-dove-pinkrosa-beauty-bathing-bar.jpg, https://www.bigbasket.com/media/uploads/p/l/40077771-7_7-dove-pinkrosa-beauty-bathing-bar.jpg, https://www.bigbasket.com/media/uploads/p/l/40077771-8_4-dove-pinkrosa-beauty-bathing-bar.jpg, https://www.bigbasket.com/media/uploads/p/l/40077771-9_2-dove-pinkrosa-beauty-bathing-bar.jpg, https://www.bigbasket.com/media/uploads/p/l/40077771-10_2-dove-pinkrosa-beauty-bathing-bar.jpg"
Pink/Rosa Beauty Bathing Bar Dove [600] {g},Dove,600,g,6x100 g,492,,Beauty & Hygiene,Bath & Hand Wash,Bathing Bars & Soaps,"https://www.bigbasket.com/media/uploads/p/l/1209810_2-dove-pinkrosa-beauty-bathing-bar.jpg, https://www.bigbasket.com/media/uploads/p/l/1209810-2_1-dove-pinkrosa-beauty-bathing-bar.jpg, https://www.bigbasket.com/media/uploads/p/l/1209810-3_1-dove-pinkrosa-beauty-bathing-bar.jpg"
Pink/Rosa Beauty Bathing Bar (Pack of 6) Dove [200] {g},Dove,200,g,2x100 g,714,1203061,Beauty & Hygiene,Bath & Hand Wash,Bathing Bars & Soaps,"https://www.bigbasket.com/media/uploads/p/l/1203061_3-dove-pinkrosa-beauty-bathing-bar-pack-of-3.jpg, https://www.bigbasket.com/media/uploads/p/l/1203061-2_1-dove-pinkrosa-beauty-bathing-bar-pack-of-3.jpg"
"Naturals Liquid Hand Wash - Sea Minerals, Deep Cleansing Palmolive [185] {ml}",Palmolive,185,ml,185 ml,49,40149656,Beauty & Hygiene,Bath & Hand Wash,Hand Wash & Sanitizers,"https://www.bigbasket.com/media/uploads/p/l/40149656_3-palmolive-liquid-handwash-sea-minerals-refill-pack.jpg, https://www.bigbasket.com/media/uploads/p/l/40149656-2_3-palmolive-liquid-handwash-sea-minerals-refill-pack.jpg, https://www.bigbasket.com/media/uploads/p/l/40149656-3_2-palmolive-liquid-handwash-sea-minerals-refill-pack.jpg, https://www.bigbasket.com/media/uploads/p/l/40149656-4_1-palmolive-liquid-handwash-sea-minerals-refill-pack.jpg"
"Hand Wash - Sea Minerals, Removes 99.9% Germs Palmolive [150] {ml}",Palmolive,150,ml,150 ml,49,40201962,Beauty & Hygiene,Bath & Hand Wash,Hand Wash & Sanitizers,"https://www.bigbasket.com/media/uploads/p/l/40201962_2-palmolive-naturals-sea-minerals-liquid-hand-wash.jpg, https://www.bigbasket.com/media/uploads/p/l/40201962-2_2-palmolive-naturals-sea-minerals-liquid-hand-wash.jpg, https://www.bigbasket.com/media/uploads/p/l/40201962-3_3-palmolive-naturals-sea-minerals-liquid-hand-wash.jpg, https://www.bigbasket.com/media/uploads/p/l/40201962-4_1-palmolive-naturals-sea-minerals-liquid-hand-wash.jpg, https://www.bigbasket.com/media/uploads/p/l/40201962-5_1-palmolive-naturals-sea-minerals-liquid-hand-wash.jpg"
"Naturals Liquid Hand Wash - Sea Minerals, Deep Cleansing Palmolive [500] {ml}",Palmolive,500,ml,500 ml,120,8901314561589,Beauty & Hygiene,Bath & Hand Wash,Hand Wash & Sanitizers,"https://www.bigbasket.com/media/uploads/p/l/40090361_6-palmolive-hand-wash-naturals-sea-mineral.jpg, https://www.bigbasket.com/media/uploads/p/l/40090361-2_3-palmolive-hand-wash-naturals-sea-mineral.jpg, https://www.bigbasket.com/media/uploads/p/l/40090361-3_3-palmolive-hand-wash-naturals-sea-mineral.jpg, https://www.bigbasket.com/media/uploads/p/l/40090361-4_3-palmolive-hand-wash-naturals-sea-mineral.jpg, https://www.bigbasket.com/media/uploads/p/l/40090361-5_1-palmolive-hand-wash-naturals-sea-mineral.jpg"
"Naturals Liquid Hand Wash - Sea Minerals, Deep Cleansing Palmolive [250] {ml}",Palmolive,250,ml,250 ml,125,890131450576,Beauty & Hygiene,Bath & Hand Wash,Hand Wash & Sanitizers,"https://www.bigbasket.com/media/uploads/p/l/40057729_6-palmolive-hand-wash-naturals-sea-mineral.jpg, https://www.bigbasket.com/media/uploads/p/l/40057729-2_4-palmolive-hand-wash-naturals-sea-mineral.jpg, https://www.bigbasket.com/media/uploads/p/l/40057729-3_4-palmolive-hand-wash-naturals-sea-mineral.jpg, https://www.bigbasket.com/media/uploads/p/l/40057729-4_4-palmolive-hand-wash-naturals-sea-mineral.jpg, https://www.bigbasket.com/media/uploads/p/l/40057729-5_4-palmolive-hand-wash-naturals-sea-mineral.jpg, https://www.bigbasket.com/media/uploads/p/l/40057729-6_3-palmolive-hand-wash-naturals-sea-mineral.jpg, https://www.bigbasket.com/media/uploads/p/l/40057729-7_2-palmolive-hand-wash-naturals-sea-mineral.jpg, https://www.bigbasket.com/media/uploads/p/l/40057729-8_1-palmolive-hand-wash-naturals-sea-mineral.jpg"
"Hand Wash - Sea Minerals, Removes 99.9% Germs Palmolive [750] {ml}",Palmolive,750,ml,750 ml,229,8901314560421,Beauty & Hygiene,Bath & Hand Wash,Hand Wash & Sanitizers,"https://www.bigbasket.com/media/uploads/p/l/40195544_3-palmolive-sea-minerals-liquid-handwash-refill.jpg, https://www.bigbasket.com/media/uploads/p/l/40195544-2_3-palmolive-sea-minerals-liquid-handwash-refill.jpg, https://www.bigbasket.com/media/uploads/p/l/40195544-3_3-palmolive-sea-minerals-liquid-handwash-refill.jpg, https://www.bigbasket.com/media/uploads/p/l/40195544-4_2-palmolive-sea-minerals-liquid-handwash-refill.jpg, https://www.bigbasket.com/media/uploads/p/l/40195544-5_2-palmolive-sea-minerals-liquid-handwash-refill.jpg, https://www.bigbasket.com/media/uploads/p/l/40195544-6_1-palmolive-sea-minerals-liquid-handwash-refill.jpg, https://www.bigbasket.com/media/uploads/p/l/40195544-7_1-palmolive-sea-minerals-liquid-handwash-refill.jpg, https://www.bigbasket.com/media/uploads/p/l/40195544-8_1-palmolive-sea-minerals-liquid-handwash-refill.jpg"
Antiseptic - Disinfectant Liquid Savlon [50] {ml},Savlon,50,ml,50 ml,25,8901825973117,Beauty & Hygiene,Health & Medicine,Antiseptics & Bandages,"https://www.bigbasket.com/media/uploads/p/l/182203_3-savlon-antiseptic-disinfectant-liquid.jpg, https://www.bigbasket.com/media/uploads/p/l/182203-2_1-savlon-antiseptic-disinfectant-liquid.jpg, https://www.bigbasket.com/media/uploads/p/l/182203-3_1-savlon-antiseptic-disinfectant-liquid.jpg, https://www.bigbasket.com/media/uploads/p/l/182203-4_1-savlon-antiseptic-disinfectant-liquid.jpg, https://www.bigbasket.com/media/uploads/p/l/182203-5_1-savlon-antiseptic-disinfectant-liquid.jpg, https://www.bigbasket.com/media/uploads/p/l/182203-6_1-savlon-antiseptic-disinfectant-liquid.jpg, https://www.bigbasket.com/media/uploads/p/l/182203-7_1-savlon-antiseptic-disinfectant-liquid.jpg"
Antiseptic - Disinfectant Liquid Savlon [100] {ml},Savlon,100,ml,100 ml,52,8901725973124,Beauty & Hygiene,Health & Medicine,Antiseptics & Bandages,"https://www.bigbasket.com/media/uploads/p/l/208012_3-savlon-antiseptic-disinfectant-liquid.jpg, https://www.bigbasket.com/media/uploads/p/l/208012-2_1-savlon-antiseptic-disinfectant-liquid.jpg, https://www.bigbasket.com/media/uploads/p/l/208012-3_1-savlon-antiseptic-disinfectant-liquid.jpg, https://www.bigbasket.com/media/uploads/p/l/208012-4_1-savlon-antiseptic-disinfectant-liquid.jpg, https://www.bigbasket.com/media/uploads/p/l/208012-5_1-savlon-antiseptic-disinfectant-liquid.jpg, https://www.bigbasket.com/media/uploads/p/l/208012-6_1-savlon-antiseptic-disinfectant-liquid.jpg, https://www.bigbasket.com/media/uploads/p/l/208012-7_1-savlon-antiseptic-disinfectant-liquid.jpg, https://www.bigbasket.com/media/uploads/p/l/208012-8_1-savlon-antiseptic-disinfectant-liquid.jpg"
Antiseptic Disinfectant Liquid Savlon [200] {ml},Savlon,200,ml,200 ml,92,40091676,Beauty & Hygiene,Health & Medicine,Antiseptics & Bandages,"https://www.bigbasket.com/media/uploads/p/l/40091676_2-savlon-antiseptic-disinfectant-liquid.jpg, https://www.bigbasket.com/media/uploads/p/l/40091676-2_2-savlon-antiseptic-disinfectant-liquid.jpg, https://www.bigbasket.com/media/uploads/p/l/40091676-3_2-savlon-antiseptic-disinfectant-liquid.jpg, https://www.bigbasket.com/media/uploads/p/l/40091676-4_1-savlon-antiseptic-disinfectant-liquid.jpg, https://www.bigbasket.com/media/uploads/p/l/40091676-5_1-savlon-antiseptic-disinfectant-liquid.jpg, https://www.bigbasket.com/media/uploads/p/l/40091676-6_1-savlon-antiseptic-disinfectant-liquid.jpg, https://www.bigbasket.com/media/uploads/p/l/40091676-7_1-savlon-antiseptic-disinfectant-liquid.jpg, https://www.bigbasket.com/media/uploads/p/l/40091676-8_1-savlon-antiseptic-disinfectant-liquid.jpg"
Antiseptic Disinfectant Liquid Savlon [500] {ml},Savlon,500,ml,500 ml,187,40091677,Beauty & Hygiene,Health & Medicine,Antiseptics & Bandages,"https://www.bigbasket.com/media/uploads/p/l/40091677_5-savlon-antiseptic-disinfectant-liquid.jpg, https://www.bigbasket.com/media/uploads/p/l/40091677-2_6-savlon-antiseptic-disinfectant-liquid.jpg, https://www.bigbasket.com/media/uploads/p/l/40091677-3_3-savlon-antiseptic-disinfectant-liquid.jpg, https://www.bigbasket.com/media/uploads/p/l/40091677-4_3-savlon-antiseptic-disinfectant-liquid.jpg, https://www.bigbasket.com/media/uploads/p/l/40091677-5_3-savlon-antiseptic-disinfectant-liquid.jpg, https://www.bigbasket.com/media/uploads/p/l/40091677-6_3-savlon-antiseptic-disinfectant-liquid.jpg, https://www.bigbasket.com/media/uploads/p/l/40091677-7_2-savlon-antiseptic-disinfectant-liquid.jpg, https://www.bigbasket.com/media/uploads/p/l/40091677-8_2-savlon-antiseptic-disinfectant-liquid.jpg"
Antiseptic Disinfectant Liquid For First Aid Savlon [1000] {ml},Savlon,1000,ml,1 L,364,8901725973131,Beauty & Hygiene,Health & Medicine,Antiseptics & Bandages,"https://www.bigbasket.com/media/uploads/p/l/208013_5-savlon-antiseptic-disinfectant-liquid.jpg, https://www.bigbasket.com/media/uploads/p/l/208013-2_3-savlon-antiseptic-disinfectant-liquid.jpg, https://www.bigbasket.com/media/uploads/p/l/208013-3_3-savlon-antiseptic-disinfectant-liquid.jpg, https://www.bigbasket.com/media/uploads/p/l/208013-4_3-savlon-antiseptic-disinfectant-liquid.jpg, https://www.bigbasket.com/media/uploads/p/l/208013-5_3-savlon-antiseptic-disinfectant-liquid.jpg, https://www.bigbasket.com/media/uploads/p/l/208013-6_3-savlon-antiseptic-disinfectant-liquid.jpg, https://www.bigbasket.com/media/uploads/p/l/208013-7_2-savlon-antiseptic-disinfectant-liquid.jpg, https://www.bigbasket.com/media/uploads/p/l/208013-8_2-savlon-antiseptic-disinfectant-liquid.jpg"
Strong & Long Health Shampoo - Plus Milk Protein Clinic Plus [40] {ml},Clinic Plus,40,ml,40 ml,10,8901030937156,Beauty & Hygiene,Hair Care,Shampoo & Conditioner,https://www.bigbasket.com/media/uploads/p/l/40019061_1-clinic-plus-shampoo-strong-long-health.jpg
Strong & Long Health Shampoo - Plus Milk Protein Clinic Plus [80] {ml},Clinic Plus,80,ml,80 ml,54,8901030937163,Beauty & Hygiene,Hair Care,Shampoo & Conditioner,"https://www.bigbasket.com/media/uploads/p/l/266628_5-clinic-plus-strong-long-health-shampoo.jpg, https://www.bigbasket.com/media/uploads/p/l/266628-2_1-clinic-plus-strong-long-health-shampoo.jpg, https://www.bigbasket.com/media/uploads/p/l/266628-3_1-clinic-plus-strong-long-health-shampoo.jpg, https://www.bigbasket.com/media/uploads/p/l/266628-4_1-clinic-plus-strong-long-health-shampoo.jpg, https://www.bigbasket.com/media/uploads/p/l/266628-5_1-clinic-plus-strong-long-health-shampoo.jpg, https://www.bigbasket.com/media/uploads/p/l/266628-6_1-clinic-plus-strong-long-health-shampoo.jpg, https://www.bigbasket.com/media/uploads/p/l/266628-7_1-clinic-plus-strong-long-health-shampoo.jpg"
Strong & Long Health Shampoo - Plus Milk Protein Clinic Plus [175] {ml},Clinic Plus,175,ml,175 ml,115,8901030937170,Beauty & Hygiene,Hair Care,Shampoo & Conditioner,"https://www.bigbasket.com/media/uploads/p/l/266631_12-clinic-plus-strong-long-health-shampoo.jpg, https://www.bigbasket.com/media/uploads/p/l/266631-2_6-clinic-plus-strong-long-health-shampoo.jpg, https://www.bigbasket.com/media/uploads/p/l/266631-3_6-clinic-plus-strong-long-health-shampoo.jpg, https://www.bigbasket.com/media/uploads/p/l/266631-4_6-clinic-plus-strong-long-health-shampoo.jpg, https://www.bigbasket.com/media/uploads/p/l/266631-5_4-clinic-plus-strong-long-health-shampoo.jpg, https://www.bigbasket.com/media/uploads/p/l/266631-6_2-clinic-plus-strong-long-health-shampoo.jpg, https://www.bigbasket.com/media/uploads/p/l/266631-7_2-clinic-plus-strong-long-health-shampoo.jpg"
Strong & Long Health Shampoo - Plus Milk Protein Clinic Plus [340] {ml},Clinic Plus,340,ml,340 ml,230,890103093718,Beauty & Hygiene,Hair Care,Shampoo & Conditioner,"https://www.bigbasket.com/media/uploads/p/l/100081530_5-clinic-plus-strong-long-health-shampoo.jpg, https://www.bigbasket.com/media/uploads/p/l/100081530-2_3-clinic-plus-strong-long-health-shampoo.jpg, https://www.bigbasket.com/media/uploads/p/l/100081530-3_3-clinic-plus-strong-long-health-shampoo.jpg, https://www.bigbasket.com/media/uploads/p/l/100081530-4_3-clinic-plus-strong-long-health-shampoo.jpg, https://www.bigbasket.com/media/uploads/p/l/100081530-5_3-clinic-plus-strong-long-health-shampoo.jpg, https://www.bigbasket.com/media/uploads/p/l/100081530-6_3-clinic-plus-strong-long-health-shampoo.jpg"
Strong & Long Health Shampoo - Plus Milk Protein Clinic Plus [340] {ml},Clinic Plus,340,ml,340 ml,230,8901030937187,Beauty & Hygiene,Hair Care,Shampoo & Conditioner,"https://www.bigbasket.com/media/uploads/p/l/100090784_8-clinic-plus-strong-long-health-shampoo.jpg, https://www.bigbasket.com/media/uploads/p/l/100090784-2_7-clinic-plus-strong-long-health-shampoo.jpg, https://www.bigbasket.com/media/uploads/p/l/100090784-3_7-clinic-plus-strong-long-health-shampoo.jpg, https://www.bigbasket.com/media/uploads/p/l/100090784-4_7-clinic-plus-strong-long-health-shampoo.jpg, https://www.bigbasket.com/media/uploads/p/l/100090784-5_5-clinic-plus-strong-long-health-shampoo.jpg, https://www.bigbasket.com/media/uploads/p/l/100090784-6_7-clinic-plus-strong-long-health-shampoo.jpg"
"Strong & Long Health Shampoo - Milk Protein, Multi Vitamin Clinic Plus [650] {ml}",Clinic Plus,650,ml,650 ml,620,8901030937200,Beauty & Hygiene,Hair Care,Shampoo & Conditioner,"https://www.bigbasket.com/media/uploads/p/l/40019013_7-clinic-plus-strong-long-health-shampoo.jpg, https://www.bigbasket.com/media/uploads/p/l/40019013-2_4-clinic-plus-strong-long-health-shampoo.jpg, https://www.bigbasket.com/media/uploads/p/l/40019013-3_4-clinic-plus-strong-long-health-shampoo.jpg, https://www.bigbasket.com/media/uploads/p/l/40019013-4_4-clinic-plus-strong-long-health-shampoo.jpg, https://www.bigbasket.com/media/uploads/p/l/40019013-5_2-clinic-plus-strong-long-health-shampoo.jpg, https://www.bigbasket.com/media/uploads/p/l/40019013-6_2-clinic-plus-strong-long-health-shampoo.jpg, https://www.bigbasket.com/media/uploads/p/l/40019013-7_2-clinic-plus-strong-long-health-shampoo.jpg"
"International White Flower Creamy Perfection Soap Bar, Enriched with Swiss Moisturizers Lux [125] {g}",Lux,125,g,125 g,60,,Beauty & Hygiene,Bath & Hand Wash,Bathing Bars & Soaps,"https://www.bigbasket.com/media/uploads/p/l/306185_6-lux-international-soap.jpg, https://www.bigbasket.com/media/uploads/p/l/306185-2_2-lux-international-soap.jpg, https://www.bigbasket.com/media/uploads/p/l/306185-3_2-lux-international-soap.jpg, https://www.bigbasket.com/media/uploads/p/l/306185-4_2-lux-international-soap.jpg, https://www.bigbasket.com/media/uploads/p/l/306185-5_2-lux-international-soap.jpg, https://www.bigbasket.com/media/uploads/p/l/306185-6_1-lux-international-soap.jpg, https://www.bigbasket.com/media/uploads/p/l/306185-7_1-lux-international-soap.jpg, https://www.bigbasket.com/media/uploads/p/l/306185-8_1-lux-international-soap.jpg, https://www.bigbasket.com/media/uploads/p/l/306185-9_1-lux-international-soap.jpg, https://www.bigbasket.com/media/uploads/p/l/306185-10_1-lux-international-soap.jpg"
"International White Flower Creamy Perfection Soap Bar, Enriched with Swiss Moisturizers Lux [75] {g}",Lux,75,g,75 g,40,8901030682322,Beauty & Hygiene,Bath & Hand Wash,Bathing Bars & Soaps,"https://www.bigbasket.com/media/uploads/p/l/306151_7-lux-international-creamy-perfection-soap-bar.jpg, https://www.bigbasket.com/media/uploads/p/l/306151-2_3-lux-international-creamy-perfection-soap-bar.jpg, https://www.bigbasket.com/media/uploads/p/l/306151-3_3-lux-international-creamy-perfection-soap-bar.jpg, https://www.bigbasket.com/media/uploads/p/l/306151-4_4-lux-international-creamy-perfection-soap-bar.jpg, https://www.bigbasket.com/media/uploads/p/l/306151-5_3-lux-international-creamy-perfection-soap-bar.jpg, https://www.bigbasket.com/media/uploads/p/l/306151-6_2-lux-international-creamy-perfection-soap-bar.jpg, https://www.bigbasket.com/media/uploads/p/l/306151-7_2-lux-international-creamy-perfection-soap-bar.jpg, https://www.bigbasket.com/media/uploads/p/l/306151-8_2-lux-international-creamy-perfection-soap-bar.jpg, https://www.bigbasket.com/media/uploads/p/l/306151-9_1-lux-international-creamy-perfection-soap-bar.jpg, https://www.bigbasket.com/media/uploads/p/l/306151-10_1-lux-international-creamy-perfection-soap-bar.jpg"
Lux International Creamy White Soap Bar Lux [150] {g},Lux,150,g,2x75 g,80,,Beauty & Hygiene,Bath & Hand Wash,Bathing Bars & Soaps,https://www.bigbasket.com/media/uploads/p/l/1203057_2-lux-lux-international-creamy-white-soap-bar.jpg
"International White Flower Creamy Perfection Soap Bar, Enriched with Swiss Moisturizers Lux [125] {g}",Lux,125,g,125 g,83,8901030886119,Beauty & Hygiene,Bath & Hand Wash,Bathing Bars & Soaps,"https://www.bigbasket.com/media/uploads/p/l/100006708_4-lux-international-creamy-perfection-soap-bar.jpg, https://www.bigbasket.com/media/uploads/p/l/100006708-2_1-lux-international-creamy-perfection-soap-bar.jpg, https://www.bigbasket.com/media/uploads/p/l/100006708-3_1-lux-international-creamy-perfection-soap-bar.jpg, https://www.bigbasket.com/media/uploads/p/l/100006708-4_1-lux-international-creamy-perfection-soap-bar.jpg, https://www.bigbasket.com/media/uploads/p/l/100006708-5_1-lux-international-creamy-perfection-soap-bar.jpg, https://www.bigbasket.com/media/uploads/p/l/100006708-6_1-lux-international-creamy-perfection-soap-bar.jpg, https://www.bigbasket.com/media/uploads/p/l/100006708-7_1-lux-international-creamy-perfection-soap-bar.jpg, https://www.bigbasket.com/media/uploads/p/l/100006708-8_1-lux-international-creamy-perfection-soap-bar.jpg"
